,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
508,500000.0,2,2.25,1290,1334,3,0,0,3,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA,47.67176,-122.382001
509,201000.0,3,1.0,1460,9750,1,0,0,4,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,USA,47.3242195,-122.14401260847754
510,265000.0,2,1.0,1290,2828,2,0,0,3,1290,0,2008,0,23549 NE 111th St,Redmond,WA 98053,USA,47.69681275,-122.0250657
511,870300.0,4,2.5,2350,3150,1,0,0,4,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA,47.66051320337481,-122.33487142424406
512,339000.0,3,1.0,1080,8100,1,0,0,4,1080,0,1955,1,20248 20th Ave NE,Shoreline,WA 98155,USA,44.0372813,-92.4373104
513,690000.0,4,2.5,2670,13463,2,0,0,4,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,USA,47.56285110878504,-122.01684450446683
514,788000.0,4,3.25,3680,5759,2,0,0,3,2840,840,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,0.0,0.0
515,315275.0,3,1.75,1440,8040,1,0,0,3,960,480,1951,1,11521 22nd Ave NE,Seattle,WA 98125,USA,47.71238408080808,-122.30587873737373
516,505000.0,4,1.75,1940,4800,1,0,0,5,1030,910,1922,1,414 14th Ave,Seattle,WA 98122,USA,47.60540159259259,-122.31404922222222
517,368000.0,3,1.0,1280,9898,1,0,0,3,1280,0,1968,1,13222 NE 193rd Pl,Woodinville,WA 98072,USA,47.767527493529975,-122.16352926444452
518,947500.0,3,2.75,2980,27144,1,1,2,5,2180,800,1917,0,Indian Trail,Burien,WA 98166,USA,35.0768141,-80.6692352
519,156000.0,3,1.0,970,8580,1,0,0,3,970,0,1959,1,29621 18th Ave S,Federal Way,WA 98003,USA,47.336615383476,-122.31086294652127
520,610000.0,4,3.0,2110,5000,1,0,2,4,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA,47.51955716938051,-122.39092947841011
521,420000.0,2,2.5,1480,1369,3,0,0,3,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA,45.68438557042216,-93.82320195844387
522,192000.0,2,1.0,700,10540,1,0,0,3,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA,47.43776236734694,-122.33573116326531
523,910000.0,3,2.0,2700,6120,1,0,0,4,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,USA,47.67294084848485,-122.32773366666666
526,840000.0,4,2.75,2600,2750,1,0,0,3,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA,47.6412835,-122.3571821
527,300000.0,2,1.75,1360,8100,1,0,0,3,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA,47.72959305,-122.35926225784837
528,505000.0,4,2.5,2780,6369,1,0,0,3,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA,47.72837904348101,-122.21640100191657
529,110000.0,3,1.0,1250,53143,1,0,0,5,1250,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA,0.0,0.0
530,746000.0,3,2.5,2620,8950,2,0,0,3,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA,47.551757686689704,-122.11991297896212
531,211000.0,3,1.5,1350,7620,1,0,0,5,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,USA,47.457430373737374,-122.35001363636363
532,675000.0,4,3.0,2400,3340,1,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,45.6579044334393,-122.67685976922571
533,734200.0,4,2.5,2760,5000,1,0,0,5,1680,1080,1928,1,950 NW 60th St,Seattle,WA 98107,USA,45.66630391893548,-122.68082489015892
535,615000.0,2,1.75,2040,28593,1,1,3,4,2040,0,1919,1,23014 Vashon Hwy SW,Vashon,WA 98070,USA,47.3965444505569,-122.46581054032757
536,630000.0,4,2.0,1770,6000,2,0,0,5,1770,0,1911,1,3219 34th Ave W,Seattle,WA 98199,USA,47.648900272727275,-122.40103954545454
538,301500.0,2,1.5,830,1333,2,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,47.5506035,-122.3811792
539,369000.0,2,2.5,980,895,2,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,47.587427,-122.3860098
540,635000.0,3,2.5,1570,1433,3,0,0,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,47.6858941,-122.3360225
541,1033888.0,4,3.25,3270,5187,2,0,0,3,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,47.69588999021252,-122.132782
542,383000.0,4,2.5,2160,6223,2,0,0,3,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,0.0,0.0
543,1050000.0,4,3.75,3280,11000,2,0,0,3,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,47.68552466380043,-122.20075266759277
544,455000.0,4,2.5,3360,7685,2,0,0,3,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,47.43689995,-122.11102485003246
545,819900.0,5,2.75,3150,7119,2,0,0,3,3150,0,2013,1,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,0.0,0.0
546,625000.0,3,3.5,1810,1846,2,0,0,4,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,0.0,0.0
547,651000.0,4,2.5,2740,7140,2,0,0,3,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,47.63251731364614,-122.02056873162473
548,480000.0,5,4.75,3830,35000,1,0,0,3,2130,1700,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,47.75921801203544,-122.07811713348524
549,757000.0,3,3.25,3190,5283,2,0,0,3,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,41.4554732,-96.5102332
550,460000.0,3,2.25,2350,10450,1,0,0,3,1390,960,1977,1,15801 63rd Ave NE,Kenmore,WA 98028,USA,47.743359,-122.258985
551,267345.0,4,2.25,2510,8165,1,0,0,4,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,47.30881538574385,-122.37065655981102
552,530000.0,2,2.0,1680,4950,1,0,0,3,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,47.7208295,-122.173142
553,449500.0,3,2.0,1770,6610,1,0,0,4,960,810,1954,1,19293 Stone Ave N,Shoreline,WA 98133,USA,47.769621973154365,-122.34268940268457
554,289000.0,3,1.0,1090,7315,1,0,0,5,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,47.493908,-122.164994
555,373000.0,5,2.5,3001,5710,2,0,0,3,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,47.37310324489796,-122.17683967346939
556,525000.0,5,3.0,2450,4591,2,0,0,3,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,47.681830454545455,-122.38767393939393
557,777000.0,3,3.25,3610,59677,2,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,47.547193313874274,-122.08796803242218
558,550000.0,4,2.0,2250,7500,1,0,0,5,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA,47.588643006325455,-122.15737982365698
559,523000.0,3,1.5,1240,7735,1,0,0,4,1240,0,1957,1,1020 163rd Ave SE,Bellevue,WA 98008,USA,47.601258993238545,-122.12193994904725
560,628000.0,4,2.0,2260,6000,1,0,0,3,1430,830,1958,1,8028 27th Ave NE,Seattle,WA 98115,USA,47.687016353535356,-122.29807903030303
561,581000.0,4,1.75,2090,8164,1,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA,47.67141320408163,-122.15493085714286
562,245000.0,5,1.75,2020,7902,1,0,0,3,1220,800,1962,1,10412 Aqua Way S,Seattle,WA 98168,USA,47.5099934,-122.32739415
563,415000.0,3,1.75,1960,5000,1,0,0,5,980,980,1911,1,4958 12th Ave S,Seattle,WA 98108,USA,47.55769866666667,-122.31703366666666
565,225000.0,3,1.5,1250,7500,1,0,0,3,1250,0,1967,1,1405 E Maple St,Kent,WA 98030,USA,34.13912079063091,-118.23334314242861
566,287000.0,3,2.25,1490,9600,1,0,0,4,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA,47.737515,-121.977139
567,799200.0,6,3.0,2890,2370,3,0,0,3,2290,600,1906,1,420 Boylston Ave E,Seattle,WA 98102,USA,47.622303836734694,-122.32295014285714
568,239950.0,3,1.0,1900,33888,1,0,0,4,1900,0,1942,1,36400-36452 51st Ave S,Auburn,WA 98001,USA,0.0,0.0
569,591000.0,3,1.75,1680,2400,1,0,0,5,870,810,1922,1,1600-1608 25th Ave,Seattle,WA 98122,USA,46.515412,-100.944268
570,700000.0,3,2.5,2030,8398,2,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA,47.62707776244885,-122.09380267263649
571,475000.0,4,2.5,3740,8700,1,0,0,3,2260,1480,2004,1,16700 SE 161st St,Renton,WA 98058,USA,47.458664,-122.11707739879554
572,575000.0,3,1.75,1580,11750,1,0,0,4,1180,400,1951,1,5461 S Othello St,Seattle,WA 98118,USA,47.536885,-122.265006
573,771000.0,3,2.25,1780,6120,1,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA,47.60277697674419,-122.28531239534884
574,155000.0,2,1.0,910,6232,1,0,0,3,910,0,1943,1,4812 S Chicago St,Seattle,WA 98118,USA,47.532708,-122.2723745033557
575,550000.0,7,4.0,3440,8100,2,0,0,3,3440,0,1970,1,718 N 95th St,Seattle,WA 98103,USA,47.6981761,-122.3489361
576,645000.0,3,2.5,1740,13750,2,0,0,4,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA,39.74341931061119,-84.14234846933897
577,464000.0,5,2.5,3400,8970,1,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA,47.735905,-122.335349
578,1050000.0,4,3.25,4400,16625,2,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA,47.58755340034245,-121.9689129886385
579,350000.0,3,2.5,2010,14298,2,0,0,3,2010,0,1977,1,10711 SW 111th Pl,Vashon,WA 98070,USA,47.50684803775514,-122.47141449167583
580,591000.0,4,2.25,2710,38180,2,0,0,4,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA,47.769787495347536,-122.09650723208131
582,717000.0,3,1.5,1310,3880,1,0,0,3,1090,220,1956,1,7325 Earl Ave NW,Seattle,WA 98117,USA,47.681615714887215,-122.39202950497663
583,225000.0,4,1.5,1950,12559,1,0,0,3,1950,0,1939,1,4030-4198 S 186th St,SeaTac,WA 98188,USA,0.0,0.0
584,225000.0,3,1.0,1040,6535,1,0,0,3,1040,0,1947,1,12446 21st Ave S,Seattle,WA 98168,USA,47.491165434343436,-122.30598655555555
585,345000.0,3,1.75,1090,7200,1,0,0,3,1090,0,1968,1,12033 NE 136th Pl,Kirkland,WA 98034,USA,47.72260897497787,-122.17982455137195
586,230000.0,2,0.75,650,5360,1,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA,47.727294575757576,-122.33543743434345
587,385000.0,3,2.0,1480,6600,1,0,2,3,740,740,1943,1,4115 SW 106th St,Seattle,WA 98146,USA,47.50818730769231,-122.38502284615384
588,90000.0,2,1.0,790,2640,1,0,0,3,790,0,1973,1,14710 122nd Pl NE,Kirkland,WA 98034,USA,47.7350991,-122.1780733
589,860000.0,4,2.5,3560,11119,1,0,2,3,2290,1270,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA,47.6455654,-122.189751
590,675000.0,4,2.5,3000,5548,2,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA,47.539957,-122.18799093877551
591,975000.0,4,2.5,3490,7494,2,0,3,3,3490,0,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA,47.55863591666667,-122.12758225
592,780000.0,3,1.75,2340,10495,1,0,0,4,2340,0,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA,47.538782015007655,-122.22600199289434
593,370000.0,3,1.75,1650,8254,1,0,0,5,1060,590,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA,47.75975505349977,-122.30435499031951
594,665000.0,3,2.0,1940,5820,1,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA,25.819445303030303,-80.20215790909091
595,675000.0,5,3.0,3410,9600,1,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA,47.63558582828283,-122.10357302020202
596,620000.0,3,1.0,1710,4050,1,0,0,3,1710,0,1909,1,6101-6149 Corliss Ave N,Seattle,WA 98103,USA,0.0,0.0
597,1105000.0,4,1.5,2740,4000,2,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA,40.76371005,-73.2542410702975
598,450000.0,3,2.75,1250,892,2,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA,47.582874,-122.386605
599,450000.0,3,2.25,2450,42180,1,0,0,4,2450,0,1978,1,17081-17183 SE Wax Rd,Covington,WA 98042,USA,30.54127344345912,-90.99778507526771
600,530000.0,3,1.75,1690,8190,1,0,0,4,1690,0,1958,1,2711 126th Ave SE,Bellevue,WA 98005,USA,47.58593323740694,-122.17201414549771
601,635000.0,4,1.75,1950,13320,1,0,0,4,1370,580,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA,47.619437117019125,-122.13979314269648
602,580000.0,5,2.0,2290,7125,1,0,0,3,1190,1100,1964,1,16541 NE 27th Pl,Bellevue,WA 98008,USA,25.927892620455484,-80.14466413585488
604,285000.0,3,1.0,1090,8640,1,0,0,4,1090,0,1973,0,16014 16th Ave SW,Burien,WA 98166,USA,47.459275,-122.3551227070707
605,375000.0,3,1.0,1190,9486,1,0,0,4,1190,0,1953,1,217 SW 191st St,Normandy Park,WA 98166,USA,47.432055454545456,-122.33897509090909
607,560000.0,3,1.0,1440,5000,2,0,0,3,1440,0,1910,1,6206 Phinney Ave N,Seattle,WA 98103,USA,47.67402708163265,-122.35424569387756
608,405000.0,4,1.75,2180,13529,1,0,0,3,1090,1090,1956,1,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA,47.75122381627708,-122.29413316294765
609,413000.0,4,1.0,1410,6000,1,0,0,3,810,600,1925,1,4118 32nd Ave SW,Seattle,WA 98126,USA,47.56697990752018,-122.37247256635987
610,287600.0,3,2.5,1950,8251,2,0,0,3,1950,0,1990,1,4222 S 288th Pl,Auburn,WA 98001,USA,47.342999250000005,-122.28023434378471
612,225000.0,3,1.0,1660,7210,1,0,0,3,1100,560,1963,1,29140 42nd Ave S,Auburn,WA 98001,USA,47.339435699999996,-122.28108099650669
613,319000.0,3,1.0,1390,12823,1,0,0,4,1390,0,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA,47.74299558421234,-122.07511089099367
614,322500.0,3,2.0,1350,14200,1,0,0,3,1350,0,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA,47.73232064005421,-121.97220426473362
615,570000.0,3,2.0,1530,5401,1,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA,45.14612628287022,-94.93328424759576
616,465000.0,3,1.5,1270,5112,1,0,0,3,1270,0,1950,1,3616 NE 65th St,Seattle,WA 98115,USA,47.675867,-122.288173
617,435000.0,4,2.25,2140,6355,2,0,0,3,2140,0,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,47.53642262867251,-121.87930245058762
618,502000.0,4,2.5,2040,5616,2,0,0,3,2040,0,2012,1,7617 NE 201st Pl,Kenmore,WA 98028,USA,47.77372659777409,-122.23809357868797
619,525000.0,3,3.5,2876,5086,2,0,0,3,2360,516,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA,47.7515036500364,-122.17350449412768
620,525000.0,3,2.5,1580,1161,2,0,0,3,1010,570,2008,0,213 26th Ave E,Seattle,WA 98112,USA,47.6206395,-122.2990459
621,660000.0,4,3.5,3400,5196,2,0,0,3,3400,0,2012,1,9314 Ash Ave SE,Snoqualmie,WA 98065,USA,42.875048,-85.618673
622,870000.0,4,2.5,3520,6773,3,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA,47.5317874,-122.39076182504743
623,650000.0,4,2.5,2210,4861,2,0,0,3,2210,0,2013,1,615 NW 92nd St,Seattle,WA 98117,USA,47.69597257142857,-122.36367942857143
624,505000.0,4,2.5,2790,5602,2,0,0,3,2790,0,2009,0,5138 NE 8th St,Renton,WA 98059,USA,47.495793454545456,-122.14949670707071
625,330000.0,3,2.5,1450,5008,1,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA,47.545096628140705,-122.35702553768844
626,385000.0,4,1.75,1620,4980,1,0,0,4,860,760,1947,1,10037 Interlake Ave N,Seattle,WA 98133,USA,47.7025484,-122.3409884
627,306000.0,3,1.5,1220,1086,3,0,0,3,1220,0,2007,0,353 N 105th St,Seattle,WA 98133,USA,47.7048943,-122.35296594719877
628,546000.0,3,1.75,2000,5000,1,0,0,4,1110,890,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA,47.68521124832215,-122.39924340268456
629,925000.0,4,2.5,2190,7350,3,0,0,5,2190,0,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA,47.579508424686345,-122.23568468369294
630,542000.0,4,1.75,1900,8250,1,0,0,4,950,950,1955,1,3810 145th Ave SE,Bellevue,WA 98006,USA,47.57655466666667,-122.1472994949495
631,800000.0,3,1.0,1700,4400,1,0,0,4,1700,0,1906,1,1109 32nd Ave,Seattle,WA 98122,USA,47.61201285,-122.29174130043002
632,620000.0,5,2.5,2540,3832,2,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA,47.68367112121212,-122.39821704040405
633,175000.0,2,1.0,1170,8925,1,0,2,3,1170,0,1911,1,921 S 223rd St,Des Moines,WA 98198,USA,47.401898836734695,-122.3215661632653
634,740000.0,5,5.0,5774,31675,1,0,2,3,4490,1284,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA,47.34630620408163,-122.32281934693877
635,345000.0,3,2.25,2120,15003,2,0,0,3,2120,0,1984,0,14319 165th Pl SE,Renton,WA 98059,USA,47.47451785,-122.11976795000001
636,510000.0,3,1.75,2170,26460,1,0,0,3,1450,720,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA,47.61487762715395,-122.04374171411389
637,530000.0,4,2.75,2450,15002,1,0,0,5,2450,0,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA,47.42662379111543,-122.34223652416246
638,155000.0,2,1.0,700,5200,1,0,0,5,700,0,1952,1,475-547 Monroe Ave NE,Renton,WA 98056,USA,0.0,0.0
639,266000.0,3,2.5,1780,7214,1,0,0,4,1400,380,1986,0,26205 119th Dr SE,Kent,WA 98030,USA,47.366800639493015,-122.18213257093379
640,257200.0,3,2.0,1850,8250,1,0,0,4,1150,700,1952,0,200 Pike St SE,Auburn,WA 98002,USA,34.447997088144604,-86.9088074355037
641,265000.0,3,2.0,1570,5706,1,0,0,3,1570,0,1998,1,11549 SE 319th Pl,Auburn,WA 98092,USA,47.31573344897959,-122.18836104081632
642,372220.0,3,1.0,1290,5500,1,0,0,3,980,310,1951,1,4607 SW Cloverdale St,Seattle,WA 98136,USA,47.52644000783646,-122.39017083160849
643,337500.0,5,2.0,1700,7314,1,0,0,3,1000,700,1956,1,6000-6048 22nd Ave S,Seattle,WA 98108,USA,0.0,0.0
644,582500.0,2,1.5,1159,4800,1,0,0,3,1159,0,1948,1,4254 33rd Ave W,Seattle,WA 98199,USA,47.65836036363636,-122.39939309090909
645,489200.0,3,2.75,1850,9600,1,0,0,5,1850,0,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA,47.725668302013425,-122.22623469798658
646,405100.0,2,1.0,840,3522,1,0,0,3,840,0,1947,1,2901 W Elmore St,Seattle,WA 98199,USA,47.657481,-122.3949548
647,372977.0,3,2.5,1690,1618,2,0,0,3,1150,540,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,0.0,0.0
648,310000.0,3,1.0,1050,9876,1,0,0,3,1050,0,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA,47.7635082,-122.2617861
649,538000.0,3,1.75,1400,3825,1,0,0,4,1100,300,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA,47.679313,-122.3932276
651,317000.0,3,2.5,1840,5011,2,0,0,3,1840,0,2012,1,21560 SE 275th Ct,Maple Valley,WA 98038,USA,47.355442800000006,-122.05414322553192
652,702500.0,3,1.5,2360,6750,2,0,0,5,1930,430,1926,0,2145 N 88th St,Seattle,WA 98103,USA,47.692375785234894,-122.3324649261745
653,565000.0,4,2.5,2240,14667,2,0,0,4,2240,0,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA,47.52828233333333,-122.16100257142857
654,723000.0,4,2.5,2700,4004,2,0,0,3,2700,0,2004,1,2363 30th Ave NE,Issaquah,WA 98029,USA,47.55185159136338,-121.99469363716267
655,766950.0,3,2.5,3030,30007,1,0,0,4,3030,0,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA,47.745768032737196,-122.03643593051889
656,682000.0,3,1.75,1830,5120,1,0,2,5,1830,0,1903,0,322 16th Ave,Seattle,WA 98122,USA,47.604641,-122.31143477777778
657,325000.0,3,2.5,2220,6049,2,0,0,4,2220,0,1990,0,11909 SE 228th Pl,Kent,WA 98031,USA,47.39725079366523,-122.18204094273597
658,543000.0,3,2.5,2090,7640,1,0,0,3,1360,730,1962,1,14836 Densmore Ave N,Shoreline,WA 98133,USA,47.73643460243357,-122.33826652559425
659,525000.0,3,1.75,1600,6120,1,0,0,3,1600,0,1924,1,7557 35th Ave NE,Seattle,WA 98115,USA,47.68361134343434,-122.29061842424242
660,364000.0,4,1.75,2010,8625,1,0,0,4,1340,670,1957,1,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133,USA,0.0,0.0
661,394475.0,2,1.0,830,4000,1,0,0,3,830,0,1955,1,8715 17th Ave NW,Seattle,WA 98117,USA,47.69264005050505,-122.37907678787879
662,316000.0,4,2.5,2010,7226,2,0,0,3,2010,0,1995,0,1522 55th Ct SE,Auburn,WA 98092,USA,47.25878835,-122.21011165
663,339950.0,3,1.0,1050,5402,1,0,0,4,1050,0,1906,1,1807 17th Ave S,Seattle,WA 98144,USA,47.587061692428335,-122.31073120164774
664,486000.0,4,2.5,2150,39449,1,0,0,3,1420,730,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA,47.55311551511325,-121.89244005863719
665,160000.0,3,1.0,860,11900,1,0,0,4,860,0,1963,0,27204 116th Pl SE,Kent,WA 98030,USA,47.357433605602985,-122.18598909068865
666,930000.0,3,2.5,3100,20553,1,0,0,3,3100,0,1954,1,1456 NW 185th St,Shoreline,WA 98177,USA,35.65976805173844,-97.53762966860216
667,139000.0,3,1.0,1100,17334,1,0,0,3,1100,0,1978,0,33610 51st Ave S,Auburn,WA 98001,USA,47.30030465,-122.27063734980402
668,562000.0,3,1.5,1830,8000,1,0,0,4,1830,0,1957,1,920 163rd Ave SE,Bellevue,WA 98008,USA,47.60201551447543,-122.12214263314637
669,299000.0,2,1.75,1250,34395,1,0,0,4,1250,0,1950,1,1400 S 359th St,Federal Way,WA 98003,USA,47.27999981009636,-122.31627843886949
670,511000.0,3,2.5,1820,4883,2,0,0,3,1820,0,2005,0,14800-14822 88th Ave NE,Kenmore,WA 98028,USA,0.0,0.0
671,499000.0,3,2.0,2090,42689,1,0,0,3,2090,0,1959,1,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA,47.3493178073434,-121.9432788623779
672,356000.0,3,3.5,2100,12384,2,0,0,3,2100,0,1980,0,14937 57th Ave S,Tukwila,WA 98168,USA,47.46909116304348,-122.26266691304347
673,470000.0,4,2.5,2310,14023,2,0,0,3,2310,0,1991,0,14923 280th Pl NE,Duvall,WA 98019,USA,47.735440918367345,-121.96399353061224
674,715000.0,4,2.25,2060,5649,1,0,0,5,1360,700,1941,0,3305 39th Ave W,Seattle,WA 98199,USA,47.649635591836734,-122.40694304081633
675,1120000.0,4,2.25,4470,60373,2,0,0,3,4470,0,1988,1,14235 160th Ave NE,Woodinville,WA 98072,USA,47.7289058,-122.126676
676,458000.0,3,1.0,1660,7500,1,0,0,4,1060,600,1940,1,2000 NE 113th St,Seattle,WA 98125,USA,47.710379,-122.306075
677,966000.0,5,4.5,3810,8019,2,0,0,3,3810,0,2008,0,2033 211th Pl SE,Sammamish,WA 98075,USA,47.6009106,-122.0578876
678,305495.0,3,1.75,2110,10200,2,0,0,4,2110,0,1966,0,14244 140th Ave SE,Renton,WA 98059,USA,47.474427500000004,-122.15377178591223
679,543000.0,2,2.0,2370,217800,1,0,0,3,1600,770,1992,0,11400-11598 SE 114th Pl,Issaquah,WA 98027,USA,0.0,0.0
680,340000.0,3,2.25,1970,3716,2,0,0,3,1970,0,1997,0,504 Shelton Ct NE,Renton,WA 98056,USA,47.490866171106575,-122.16706823614106
681,633100.0,4,2.5,2470,33305,2,0,0,3,2470,0,1993,0,26021 NE 25th St,Redmond,WA 98053,USA,47.630609812460705,-121.99113408751084
682,310000.0,3,1.0,1480,7830,1,0,0,3,1480,0,1952,1,1909 N 195th St,Shoreline,WA 98133,USA,47.77046804040404,-122.33627377777779
683,349950.0,5,3.0,2257,10117,1,0,0,3,1363,894,2005,0,3755 S 168th St,SeaTac,WA 98188,USA,41.222993450000004,-96.17717203333333
684,267800.0,2,1.0,700,6000,1,0,0,4,700,0,1949,1,16824 11th Pl NE,Shoreline,WA 98155,USA,47.75175284500894,-122.3163311737287
685,234000.0,4,2.0,1630,9010,1,0,0,4,1050,580,1975,0,10872 SE 318th Pl,Auburn,WA 98092,USA,47.3169005678392,-122.19631655778895
686,740000.0,4,2.5,3430,10157,2,0,0,3,3430,0,2000,0,13622 NE 136th Pl,Kirkland,WA 98034,USA,47.72258758931275,-122.15817281023766
687,607500.0,5,1.75,2220,6000,1,0,0,3,1420,800,1923,1,3047 21st Ave W,Seattle,WA 98199,USA,47.64708375757576,-122.38347285858586
688,223000.0,3,1.75,1340,7473,1,0,0,4,1340,0,1973,0,16 R Pl NE,Auburn,WA 98002,USA,47.308875083333334,-122.20790414583334
689,400000.0,2,1.0,980,2130,1,0,0,4,860,120,1918,1,6520-6588 8th Ave NW,Seattle,WA 98117,USA,0.0,0.0
690,802000.0,3,2.5,2580,13096,2,0,0,3,2580,0,1986,0,6133 147th Pl NE,Redmond,WA 98052,USA,47.6617248254057,-122.14431729407357
691,253000.0,4,2.5,2230,4541,2,0,0,3,2230,0,2006,0,24217 181st Pl SE,Covington,WA 98042,USA,47.385004191919194,-122.09999772727272
692,1058000.0,4,2.0,2290,11137,1,0,0,4,2290,0,1955,1,10441 SE 24th Pl,Bellevue,WA 98004,USA,47.588881383838384,-122.20216012121212
693,300000.0,3,1.0,1260,8280,1,0,0,3,1260,0,1946,0,2559 NE 98th St,Seattle,WA 98115,USA,47.70017077777778,-122.3005195050505
694,625000.0,4,2.75,1680,11180,1,0,0,4,1680,0,1966,0,15924 NE 53rd St,Redmond,WA 98052,USA,47.65562124489796,-122.12813563265306
695,707000.0,4,3.25,3200,7081,2,0,0,3,3200,0,2004,1,26054 SE 23rd Pl,Sammamish,WA 98075,USA,17.9405688,-76.9038228
